title,year,user_tags,reviews,author,plot,poster
A Nightmare on Elm Street,1984,Horror,"[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '76/100'}]",Wes Craven,"Teenager Nancy Thompson must uncover the dark truth concealed by her parents after she and her friends become targets of the spirit of a serial killer with a bladed glove in their dreams, in which if they die, it kills them in rea...",Nightmare_on_Elm_Street.jpg
Hush,2016,"Horror, Thriller","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '91%'}, {'source': 'Metacritic', 'value': '67/100'}]",Mike Flanagan,A deaf and mute writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window.,Hush.jpg
The Wolverine,2013,"Action, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '71%'}, {'source': 'Metacritic', 'value': '61/100'}]",James Mangold,"Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.",The_Wolverine.jpg
Titanic,1997,"Drama, Romance","[{'source': 'Internet Movie Database', 'value': '7.9/10'}, {'source': 'Rotten Tomatoes', 'value': '88%'}, {'source': 'Metacritic', 'value': '75/100'}]",James Cameron,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",Titanic.jpg
Antz,1998,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.5/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '73/100'}]","Eric Darnell, Tim Johnson, Lawrence Guterman",A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,Antz.jpg
Dallas Buyers Club,2013,"Biography, Drama","[{'source': 'Internet Movie Database', 'value': '7.9/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '77/100'}]",Jean-Marc Vallée,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",Dallas_Buyers_Club.jpg
The Town,2010,"Crime, Drama, Thriller","[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '74/100'}]",Ben Affleck,A proficient group of thieves rob a bank and hold the manager hostage. Things begin to get complicated when one of the crew members falls in love with her.,The_Town.jpg
The Holiday,2006,"Comedy, Romance","[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '51%'}, {'source': 'Metacritic', 'value': '52/100'}]",Nancy Meyers,"Amanda lives in LA and is a movie trailer editor. Iris lives in Surrey and is a journalist. The two decide to swap houses for two weeks at Christmas - both trying to forget their troubled love lives, until love finds them anyways.",The_Holiday.jpg
The Silence of the Lambs,1991,"Crime, Drama, Thriller","[{'source': 'Internet Movie Database', 'value': '8.6/10'}, {'source': 'Rotten Tomatoes', 'value': '95%'}, {'source': 'Metacritic', 'value': '86/100'}]",Jonathan Demme,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",The_Silence_of_the_Lambs.jpg
Peter Rabbit,2018,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Metacritic', 'value': '51/100'}]",Will Gluck,"A rabbit sneaks into a garden to steal food, and they get a new challenge with a new owner.",Peter_Rabbit.jpg
Les Misérables,2012,"Drama, Musical, Romance","[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '70%'}, {'source': 'Metacritic', 'value': '63/100'}]",Tom Hooper,"In 19th-century France, Jean Valjean, who, for decades, has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",Les_Misérables.jpg
Maya the Bee Movie,2014,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '5.9/10'}, {'source': 'Rotten Tomatoes', 'value': '50%'}, {'source': 'Metacritic', 'value': '49/100'}]",Alexs Stadermann,Maya is a little bee with a big heart! Join her on an epic adventure.,The_Bee_Movie.jpg
Knock Knock,2015,"Crime, Thriller","[{'source': 'Internet Movie Database', 'value': '4.9/10'}, {'source': 'Rotten Tomatoes', 'value': '37%'}, {'source': 'Metacritic', 'value': '53/100'}]",Eli Roth,"A devoted husband and father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.",Knock_Knock.jpg
Stand by Me,1986,"Adventure, Comedy, Drama","[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '75/100'}]",Rob Reiner,A writer recounts a childhood journey with his friends to find the body of a missing boy.,Stand_by_Me.jpg
Allegiant,2016,"Action, Adventure, Mystery","[{'source': 'Internet Movie Database', 'value': '5.7/10'}, {'source': 'Rotten Tomatoes', 'value': '11%'}, {'source': 'Metacritic', 'value': '33/100'}]",Robert Schwentke,"After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago to finally discover the shocking truth of the world outside.",Allegiant.jpg
The Sandlot,1993,"Comedy, Drama, Family","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '65%'}, {'source': 'Metacritic', 'value': '55/100'}]",David Mickey Evans,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",The_Sandlot.jpg
The Invitation,2015,"Drama, Horror, Mystery","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '74/100'}]",Karyn Kusama,"When a man accepts an invitation to a dinner party hosted by his ex-wife, the unsettling past reopens old wounds and creates new tensions.",The_Invitation.jpg
Jurassic World,2015,"Action, Adventure, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '72%'}, {'source': 'Metacritic', 'value': '59/100'}]",Colin Trevorrow,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",Jurassic_World.jpg
Fight Club,1999,Drama,"[{'source': 'Internet Movie Database', 'value': '8.8/10'}, {'source': 'Rotten Tomatoes', 'value': '81%'}, {'source': 'Metacritic', 'value': '67/100'}]",David Fincher,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,Fight_Club.jpg
The Happening,2008,"Adventure, Drama, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '5.0/10'}, {'source': 'Rotten Tomatoes', 'value': '17%'}, {'source': 'Metacritic', 'value': '34/100'}]",M. Night Shyamalan,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.",The_Happening.jpg
The Fox and the Hound,1981,"Animation, Adventure, Drama","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '75%'}, {'source': 'Metacritic', 'value': '65/100'}]","Ted Berman, Richard Rich, Art Stevens","A fox named Tod and a hound named Copper vow to be best friends forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test.",The_Fox_and_the_Hound.jpg
Luca,2021,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '91%'}, {'source': 'Metacritic', 'value': '71/100'}]",Enrico Casarosa,"On the Italian Riviera, an unlikely but strong friendship grows between a human being and a sea monster disguised as a human.",Luca.jpg
The Road to El Dorado,2000,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '50%'}, {'source': 'Metacritic', 'value': '51/100'}]","Bibo Bergeron, Don Paul, Jeffrey Katzenberg","Two swindlers get their hands on a map to the fabled city of gold, El Dorado.",The_Road_to_El_Dorado.jpg
Treasure Planet,2002,"Animation, Adventure, Family","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '69%'}, {'source': 'Metacritic', 'value': '60/100'}]","Ron Clements, John Musker","Jim Hawkins is a teenager who finds the map of a great treasure hidden by a space pirate. Together with some friends, he sets off in a large spaceship, shaped like a caravel, on his quest.",Treasure_Planet.jpg
Shrek 2,2004,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '89%'}, {'source': 'Metacritic', 'value': '75/100'}]","Andrew Adamson, Kelly Asbury, Conrad Vernon","Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be.",Shrek_2.jpg
28 Days Later,2002,"Drama, Horror, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '73/100'}]",Danny Boyle,"Four weeks after a mysterious, incurable virus spreads throughout the United Kingdom, a handful of survivors try to find sanctuary.",28_Days_Later.jpg
The Fox and the Hound 2,2006,"Animation, Adventure, Comedy, Family, Musical","[{'source': 'Internet Movie Database', 'value': '5.3/10'}, {'source': 'Rotten Tomatoes', 'value': '20%'}]",Jim Kammerud,"Tod and Copper still go together like an itch and a scratch, but when Copper gets a shot at the big time with a nutty group of hound dog howlers, their purebred friendship is put to the test.",The_Fox_and_the_Hound_2.jpg
Grease,1978,"Comedy, Musical, Romance","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '66%'}, {'source': 'Metacritic', 'value': '70/100'}]",Randal Kleiser,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",Grease.jpg
Goodfellas,1990,"Biography, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '8.7/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '92/100'}]",Martin Scorsese,"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",Goodfellas.jpg
The Devil Wears Prada,2006,"Comedy, Drama","[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '75%'}, {'source': 'Metacritic', 'value': '62/100'}]",David Frankel,"With an aspiration to become a journalist, Andy, a smart but sensible young graduate, travels to New York. She starts working as an assistant to one of the city's biggest high fashion magazine editors, the cynical Miranda Priestly.",The_Devil_Wears_Prada.jpg
Coco,2017,"Animation, Adventure, Drama","[{'source': 'Internet Movie Database', 'value': '8.4/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '81/100'}]","Lee Unkrich, Adrian Molina","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",Coco.jpg
Inglourious Basterds,2009,"Adventure, Drama, War","[{'source': 'Internet Movie Database', 'value': '8.4/10'}, {'source': 'Rotten Tomatoes', 'value': '89%'}, {'source': 'Metacritic', 'value': '69/100'}]",Quentin Tarantino,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Inglourious_Basterds.jpg
Ice Age,2002,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '77%'}, {'source': 'Metacritic', 'value': '61/100'}]","Chris Wedge, Carlos Saldanha","Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age.",Ice_Age.jpg
The Cabin in the Woods,2011,"Horror, Mystery, Thriller","[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '72/100'}]",Drew Goddard,A group of kids go to a remote cabin in the woods where their fate is unknowingly controlled by technicians as part of a world-wide conspiracy where all horror movie clichés are revealed to be part of an elaborate sacrifice ritual.,The_Cabin_in_the_Woods.jpg
Megamind,2010,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '73%'}, {'source': 'Metacritic', 'value': '63/100'}]",Tom McGrath,"Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world.",Megamind.jpg
Cars 2,2011,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.2/10'}, {'source': 'Rotten Tomatoes', 'value': '39%'}, {'source': 'Metacritic', 'value': '57/100'}]","John Lasseter, Bradford Lewis",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international e...,Cars_2.jpg
The Intern,2015,"Comedy, Drama","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '60%'}, {'source': 'Metacritic', 'value': '51/100'}]",Nancy Meyers,"Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules ...",The_Intern.jpg
Cloudy with a Chance of Meatballs,2009,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '85%'}, {'source': 'Metacritic', 'value': '66/100'}]","Phil Lord, Christopher Miller",A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know that things are about to take a turn for the worst.,Cloudy_with_a_Chance_of_Meatballs.jpg
Scarface,1983,"Crime, Drama","[{'source': 'Internet Movie Database', 'value': '8.3/10'}, {'source': 'Rotten Tomatoes', 'value': '80%'}, {'source': 'Metacritic', 'value': '65/100'}]",Brian De Palma,"In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.",Scarface.jpg
Deadpool,2016,"Action, Comedy","[{'source': 'Internet Movie Database', 'value': '8.0/10'}, {'source': 'Rotten Tomatoes', 'value': '85%'}, {'source': 'Metacritic', 'value': '65/100'}]",Tim Miller,"A wisecracking mercenary gets experimented on and becomes immortal yet hideously scarred, and sets out to track down the man who ruined his looks.",Deadpool.jpg
Flashdance,1983,"Drama, Music, Romance","[{'source': 'Internet Movie Database', 'value': '6.2/10'}, {'source': 'Rotten Tomatoes', 'value': '37%'}, {'source': 'Metacritic', 'value': '39/100'}]",Adrian Lyne,"An 18-year-old female amateur dancer who performs nightly at a dancing bar, and works as a welder during the day, dreams of joining the Pittsburgh ballet school.",Flashdance.jpg
Aquaman,2018,"Action, Adventure, Fantasy","[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '66%'}, {'source': 'Metacritic', 'value': '55/100'}]",James Wan,"Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.",Aquaman.jpg
The Big Short,2015,"Biography, Comedy, Drama","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '89%'}, {'source': 'Metacritic', 'value': '81/100'}]",Adam McKay,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.",The_Big_Short.jpg
Back to the Future,1985,"Adventure, Comedy, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '8.5/10'}, {'source': 'Rotten Tomatoes', 'value': '93%'}, {'source': 'Metacritic', 'value': '87/100'}]",Robert Zemeckis,"Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",Back_to_the_Future.jpg
A Bug's Life,1998,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '78/100'}]","John Lasseter, Andrew Stanton","A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",A_Bug's_Life.jpg
Evil Dead II,1987,"Comedy, Horror","[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '88%'}, {'source': 'Metacritic', 'value': '72/100'}]",Sam Raimi,"Ash Williams, the lone survivor of an earlier onslaught of flesh-possessing spirits, holes up in a cabin with a group of strangers while the demons continue their attack.",Evil_Dead_II.jpg
The Book of Life,2014,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '83%'}, {'source': 'Metacritic', 'value': '67/100'}]",Jorge R. Gutiérrez,"Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears.",The_Book_of_Life.jpg
American History X,1998,"Crime, Drama","[{'source': 'Internet Movie Database', 'value': '8.5/10'}, {'source': 'Rotten Tomatoes', 'value': '84%'}, {'source': 'Metacritic', 'value': '62/100'}]",Tony Kaye,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his foot...",American_History_X.jpg
The Irishman,2019,"Biography, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '95%'}, {'source': 'Metacritic', 'value': '94/100'}]",Martin Scorsese,"An illustration of Frank Sheeran's life, from W.W.II veteran to hit-man for the Bufalino crime family and his alleged assassination of his close friend Jimmy Hoffa.",The_Irishman.jpg
The Greatest Showman,2017,"Biography, Drama, Musical","[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '56%'}, {'source': 'Metacritic', 'value': '48/100'}]",Michael Gracey,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,The_Greatest_Showman.jpg
Guardians of the Galaxy,2014,"Action, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '8.0/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '76/100'}]",James Gunn,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,Guardians_of_the_Galaxy.jpg
Twilight,2008,"Drama, Fantasy, Romance","[{'source': 'Internet Movie Database', 'value': '5.3/10'}, {'source': 'Rotten Tomatoes', 'value': '48%'}, {'source': 'Metacritic', 'value': '56/100'}]",Catherine Hardwicke,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.",Twilight.jpg
The Killing,2011–2014,"Crime, Drama, Mystery","[{'source': 'Internet Movie Database', 'value': '8.3/10'}]",N/A,"A police investigation, the saga of a grieving family, and a Seattle mayoral campaign all interlock after the body of 17-year-old Rosie Larsen is found in the trunk of a submerged car.",The_Killing.jpg
Wonder Woman 1984,2020,"Action, Adventure, Fantasy","[{'source': 'Internet Movie Database', 'value': '5.4/10'}, {'source': 'Rotten Tomatoes', 'value': '58%'}, {'source': 'Metacritic', 'value': '60/100'}]",Patty Jenkins,"Wonder Woman finds herself battling two opponents, Maxwell Lord, a shrewd entrepreneur, and Barbara Minerva, a friend-turned-foe. Meanwhile, she also ends up crossing paths with her love interest.",Wonder_Woman_1984.jpg
Finding Nemo,2003,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '8.2/10'}, {'source': 'Rotten Tomatoes', 'value': '99%'}, {'source': 'Metacritic', 'value': '90/100'}]","Andrew Stanton, Lee Unkrich","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",Finding_Nemo.jpg
The Proposal,2009,"Comedy, Drama, Romance","[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '45%'}, {'source': 'Metacritic', 'value': '48/100'}]",Anne Fletcher,"When New York editor Margaret faces deportation, she convinces her assistant Andrew to marry her in return for a promotion. However, when she visits his hometown, it changes her in many ways.",The_Proposal.jpg
The Prestige,2006,"Drama, Mystery, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '8.5/10'}, {'source': 'Rotten Tomatoes', 'value': '77%'}, {'source': 'Metacritic', 'value': '66/100'}]",Christopher Nolan,Rival 19th-century magicians engage in a bitter battle for trade secrets.,The_Prestige.jpg
Wreck-It Ralph,2012,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '72/100'}]",Rich Moore,Ralph is tired of playing the role of a bad guy and embarks on a journey to become a video game hero. But he accidentally lets loose a deadly enemy that threatens the entire arcade.,Wreck-It_Ralph.jpg
The Dark Knight,2008,"Action, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '9.0/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '84/100'}]",Christopher Nolan,"When a menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness.",The_Dark_Knight.jpg
The Purge,2013,"Horror, Sci-Fi, Thriller","[{'source': 'Internet Movie Database', 'value': '5.7/10'}, {'source': 'Rotten Tomatoes', 'value': '41%'}, {'source': 'Metacritic', 'value': '41/100'}]",James DeMonaco,"A wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.",The_Purge.jpg
Carrie,1976,"Horror, Mystery","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '86/100'}]",Brian De Palma,"Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",Carrie.jpg
Chicken Little,2005,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '5.7/10'}, {'source': 'Rotten Tomatoes', 'value': '37%'}, {'source': 'Metacritic', 'value': '48/100'}]",Mark Dindal,"After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion.",Chicken_Little.jpg
Sleeping Beauty,1959,"Animation, Adventure, Family","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '85/100'}]","Les Clark, Clyde Geronimi, Eric Larson","After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.",Sleeping_Beauty.jpg
The Little Prince,2015,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '70/100'}]",Mark Osborne,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",The_Little_Prince.jpg
Ring 2,1999,"Horror, Mystery, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '5.9/10'}, {'source': 'Rotten Tomatoes', 'value': '7%'}]",Hideo Nakata,"Reiko takes Yôichi into hiding when her son begins to display frightening powers. Meanwhile, Mai Takano and the authorities begin a desperate search for them, as the mysterious Ring curse spreads.",Ring_2.jpg
The Polar Express,2004,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '55%'}, {'source': 'Metacritic', 'value': '61/100'}]",Robert Zemeckis,"On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.",The_Polar_Express.jpg
Guardians of the Galaxy Vol. 2,2017,"Action, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '85%'}, {'source': 'Metacritic', 'value': '67/100'}]",James Gunn,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.",Guardians_of_the_Galaxy_Vol._2.jpg
Back to the Future Part II,1989,"Adventure, Comedy, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '63%'}, {'source': 'Metacritic', 'value': '57/100'}]",Robert Zemeckis,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Back_to_the_Future_Part_II.jpg
The Emoji Movie,2017,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '3.4/10'}, {'source': 'Rotten Tomatoes', 'value': '6%'}, {'source': 'Metacritic', 'value': '12/100'}]",Tony Leondis,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",The_Emoji_Movie.jpg
ParaNorman,2012,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '89%'}, {'source': 'Metacritic', 'value': '72/100'}]","Chris Butler, Sam Fell","A misunderstood boy takes on ghosts, zombies and grown-ups to save his town from a centuries-old curse.",ParaNorman.jpg
The Descent,2005,"Adventure, Horror, Thriller","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '71/100'}]",Neil Marshall,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators.",The_Descent.jpg
How to Train Your Dragon,2010,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '99%'}, {'source': 'Metacritic', 'value': '75/100'}]","Dean DeBlois, Chris Sanders","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",How_to_Train_Your_Dragon.jpg
The Godfather Part III,1990,"Crime, Drama","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '66%'}, {'source': 'Metacritic', 'value': '60/100'}]",Francis Ford Coppola,"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.",The_Godfather_Part_III.jpg
Godzilla,2014,"Action, Adventure, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '76%'}, {'source': 'Metacritic', 'value': '62/100'}]",Gareth Edwards,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",Godzilla.jpg
The Wolf of Wall Street,2013,"Biography, Comedy, Crime","[{'source': 'Internet Movie Database', 'value': '8.2/10'}, {'source': 'Rotten Tomatoes', 'value': '79%'}, {'source': 'Metacritic', 'value': '75/100'}]",Martin Scorsese,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",The_Wolf_of_Wall_Street.jpg
Pulp Fiction,1994,"Crime, Drama","[{'source': 'Internet Movie Database', 'value': '8.9/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '95/100'}]",Quentin Tarantino,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",Pulp_Fiction.jpg
